N,annee,etape,ville_depart,ville_arrivee,dep_lat,dep_lon,arr_lat,arr_lon,etape__distance,km_cum_dist,dep_adr,arr_adr,etape__vainqueur,etape__leader,vitesse,distance,partants,arrivants
161,1919,8,PERPIGNAN,MARSEILLE,42.68866,2.89483,43.29648,5.36978,370,55197,"Perpignan, France","Marseille, France",Jean Alavoine,Eugene Christophe,,,,
162,1919,9,MARSEILLE,NICE,43.29648,5.36978,43.71017,7.26195,338,55535,"Marseille, France","Nice, France",Honore Barthelemy,Eugene Christophe,,,,
163,1919,10,NICE,GRENOBLE,43.71017,7.26195,45.18853,5.72452,333,55868,"Nice, France","Grenoble, France",Honore Barthelemy,Eugene Christophe,,,,
164,1919,11,GRENOBLE,GINEBRA,45.18853,5.72452,46.20439,6.14316,325,56193,"Grenoble, France","Geneva, Switzerland",Honore Barthelemy,Eugene Christophe,,,,
165,1919,12,GINEBRA,STRASBOURG,46.20439,6.14316,48.57341,7.75211,371,56564,"Geneva, Switzerland","Strasbourg, France",Luigi Lucotti,Eugene Christophe,,,,
166,1919,13,STRASBOURG,METZ,48.57341,7.75211,49.11931,6.17572,315,56879,"Strasbourg, France","Metz, France",Luigi Lucotti,Eugene Christophe,,,,
167,1919,14,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,468,57347,"Metz, France","Dunkirk, France",Firmin Lambot,Firmin Lambot,,,,
168,1919,15,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,340,57687,"Dunkirk, France","Paris, France",Jean Alavoine,Firmin Lambot,,,,
169,1920,1,PARIS,LE HAVRE,48.85661,2.35222,49.49437,0.10793,388,58075,"Paris, France","Le Havre, France",Louis Mottiat,Louis Mottiat,24.072,5503,113,22
170,1920,2,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,364,58439,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Philippe Thys,Louis Mottiat,,,,
171,1920,3,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,405,58844,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Henri Pelisier,Louis Mottiat,,,,
172,1920,4,BREST,LES SABLES D OLONNE,48.39039,-4.48608,46.49296,-1.79549,412,59256,"Brest, France","85100 Les Sables-d'Olonne, France",Henri Pelisier,Louis Mottiat,,,,
173,1920,5,LES SABLES D OLONNE,BAYONNE,46.49296,-1.79549,43.49295,-1.47484,482,59738,"85100 Les Sables-d'Olonne, France","Bayonne, France",Firmin Lambot,Louis Mottiat,,,,
174,1920,6,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,60064,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Firmin Lambot,Philippe Thys,,,,
175,1920,7,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,323,60387,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Jean Rossius,Philippe Thys,,,,
176,1920,8,PERPIGNAN,AIX EN PROVENCE,42.68866,2.89483,43.52974,5.44743,325,60712,"Perpignan, France","Aix-en-Provence, France",Louis Heusghem,Philippe Thys,,,,
177,1920,9,AIX EN PROVENCE,NICE,43.52974,5.44743,43.71017,7.26195,356,61068,"Aix-en-Provence, France","Nice, France",Philippe Thys,Philippe Thys,,,,
178,1920,10,NICE,GRENOBLE,43.71017,7.26195,45.18853,5.72452,333,61401,"Nice, France","Grenoble, France",Hector Heusghem,Philippe Thys,,,,
179,1920,11,GRENOBLE,GEX,45.18853,5.72452,46.33419,6.05804,362,61763,"Grenoble, France","01170 Gex, France",Leon Scieur,Philippe Thys,,,,
180,1920,12,GEX,STRASBOURG,46.33419,6.05804,48.57341,7.75211,354,62117,"01170 Gex, France","Strasbourg, France",Philippe Thys,Philippe Thys,,,,
181,1920,13,STRASBOURG,METZ,48.57341,7.75211,49.11931,6.17572,300,62417,"Strasbourg, France","Metz, France",Philippe Thys,Philippe Thys,,,,
182,1920,14,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,433,62850,"Metz, France","Dunkirk, France",Felix Goethals,Philippe Thys,,,,
183,1920,15,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,340,63190,"Dunkirk, France","Paris, France",Jean Rossius,Philippe Thys,,,,
184,1921,1,PARIS,LE HAVRE,48.85661,2.35222,49.49437,0.10793,388,63578,"Paris, France","Le Havre, France",Louis Mottiat,Louis Mottiat,24.724,5485,123,38
185,1921,2,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,364,63942,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Romain Bellenger,Leon Scieur,,,,
186,1921,3,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,405,64347,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Leon Scieur,Leon Scieur,,,,
187,1921,4,BREST,LES SABLES D OLONNE,48.39039,-4.48608,46.49296,-1.79549,412,64759,"Brest, France","85100 Les Sables-d'Olonne, France",Louis Mottiat,Leon Scieur,,,,
188,1921,5,LES SABLES D OLONNE,BAYONNE,46.49296,-1.79549,43.49295,-1.47484,482,65241,"85100 Les Sables-d'Olonne, France","Bayonne, France",Louis Mottiat,Leon Scieur,,,,
189,1921,6,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,65567,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Hector Heusghem,Leon Scieur,,,,
190,1921,7,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,323,65890,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Louis Mottiat,Leon Scieur,,,,
191,1921,8,PERPIGNAN,TOULON,42.68866,2.89483,43.12423,5.92800,411,66301,"Perpignan, France","Toulon, France",Luigi Lucotti,Leon Scieur,,,,
192,1921,9,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,272,66573,"Toulon, France","Nice, France",Firmin Lambot,Leon Scieur,,,,
193,1921,10,NICE,GRENOBLE,43.71017,7.26195,45.18853,5.72452,333,66906,"Nice, France","Grenoble, France",Leon Scieur,Leon Scieur,,,,
194,1921,11,GRENOBLE,GINEBRA,45.18853,5.72452,46.20439,6.14316,325,67231,"Grenoble, France","Geneva, Switzerland",Felix Goethals,Leon Scieur,,,,
195,1921,12,GINEBRA,STRASBOURG,46.20439,6.14316,48.57341,7.75211,371,67602,"Geneva, Switzerland","Strasbourg, France",Honore Barthelemy,Leon Scieur,,,,
196,1921,13,STRASBOURG,METZ,48.57341,7.75211,49.11931,6.17572,300,67902,"Strasbourg, France","Metz, France",Felix Sellier,Leon Scieur,,,,
197,1921,14,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,433,68335,"Metz, France","Dunkirk, France",Felix Goethals,Leon Scieur,,,,
198,1921,15,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,340,68675,"Dunkirk, France","Paris, France",Felix Goethals,Leon Scieur,,,,
199,1922,1,PARIS,LE HAVRE,48.85661,2.35222,49.49437,0.10793,388,69063,"Paris, France","Le Havre, France",Robert Jacquinot,Robert Jacquinot,24.196,5375,120,38
200,1922,2,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,364,69427,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Romain Bellenger,Robert Jacquinot,,,,
201,1922,3,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,405,69832,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Robert Jacquinot,Robert Jacquinot,,,,
202,1922,4,BREST,LES SABLES D OLONNE,48.39039,-4.48608,46.49296,-1.79549,412,70244,"Brest, France","85100 Les Sables-d'Olonne, France",Philippe Thys,Eugene Christophe,,,,
203,1922,5,LES SABLES D OLONNE,BAYONNE,46.49296,-1.79549,43.49295,-1.47484,482,70726,"85100 Les Sables-d'Olonne, France","Bayonne, France",Jean Alavoine,Eugene Christophe,,,,
204,1922,6,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,71052,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Jean Alavoine,Eugene Christophe,,,,
205,1922,7,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,326,71378,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Jean Alavoine,Jean Alavoine,,,,
206,1922,8,PERPIGNAN,TOULON,42.68866,2.89483,43.12423,5.92800,411,71789,"Perpignan, France","Toulon, France",Philippe Thys,Jean Alavoine,,,,
207,1922,9,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,284,72073,"Toulon, France","Nice, France",Philippe Thys,Jean Alavoine,,,,
208,1922,10,NICE,BRIANCON,43.71017,7.26195,44.89942,6.64318,274,72347,"Nice, France","05100 BrianÃ§on, France",Philippe Thys,Jean Alavoine,,,,
209,1922,11,BRIANCON,GINEBRA,44.89942,6.64318,46.20439,6.14316,260,72607,"05100 BrianÃ§on, France","Geneva, Switzerland",Emile Seni Masson,Jean Alavoine,,,,
210,1922,12,GINEBRA,STRASBOURG,46.20439,6.14316,48.57341,7.75211,371,72978,"Geneva, Switzerland","Strasbourg, France",Emile Seni Masson,Hector Heusghem,,,,
211,1922,13,STRASBOURG,METZ,48.57341,7.75211,49.11931,6.17572,300,73278,"Strasbourg, France","Metz, France",Federico Gay,Firmin Lambot,,,,
212,1922,14,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,432,73710,"Metz, France","Dunkirk, France",Felix Sellier,Firmin Lambot,,,,
213,1922,15,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,340,74050,"Dunkirk, France","Paris, France",Philippe Thys,Firmin Lambot,,,,
214,1923,1,PARIS,LE HAVRE,48.85661,2.35222,49.49437,0.10793,388,74438,"Paris, France","Le Havre, France",Robert Jacquinot,Robert Jacquinot,24.233,5386,139,48
215,1923,2,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,371,74809,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Ottavio Bottecchia,Ottavio Bottecchia,,,,
216,1923,3,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,405,75214,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Henri Pelisier,Ottavio Bottecchia,,,,
217,1923,4,BREST,LES SABLES D OLONNE,48.39039,-4.48608,46.49296,-1.79549,412,75626,"Brest, France","85100 Les Sables-d'Olonne, France",Albert Dejonghe,Romain Bellenger,,,,
218,1923,5,LES SABLES D OLONNE,BAYONNE,46.49296,-1.79549,43.49295,-1.47484,482,76108,"85100 Les Sables-d'Olonne, France","Bayonne, France",Robert Jacquinot,Romain Bellenger,,,,
219,1923,6,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,76434,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Jean Alavoine,Ottavio Bottecchia,,,,
220,1923,7,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,326,76760,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Jean Alavoine,Ottavio Bottecchia,,,,
221,1923,8,PERPIGNAN,TOULON,42.68866,2.89483,43.12423,5.92800,411,77171,"Perpignan, France","Toulon, France",Lucien Buysse,Ottavio Bottecchia,,,,
222,1923,9,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,284,77455,"Toulon, France","Nice, France",Jean Alavoine,Ottavio Bottecchia,,,,
223,1923,10,NICE,BRIANCON,43.71017,7.26195,44.89942,6.64318,274,77729,"Nice, France","05100 BrianÃ§on, France",Henri Pelisier,Henri Pelisier,,,,
224,1923,11,BRIANCON,GINEBRA,44.89942,6.64318,46.20439,6.14316,260,77989,"05100 BrianÃ§on, France","Geneva, Switzerland",Henri Pelisier,Henri Pelisier,,,,
225,1923,12,GINEBRA,STRASBOURG,46.20439,6.14316,48.57341,7.75211,375,78364,"Geneva, Switzerland","Strasbourg, France",Joseph Muller,Henri Pelisier,,,,
226,1923,13,STRASBOURG,METZ,48.57341,7.75211,49.11931,6.17572,300,78664,"Strasbourg, France","Metz, France",Romain Bellenger,Henri Pelisier,,,,
227,1923,14,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,432,79096,"Metz, France","Dunkirk, France",Felix Goethals,Henri Pelisier,,,,
228,1923,15,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,340,79436,"Dunkirk, France","Paris, France",Felix Goethals,Henri Pelisier,,,,
229,1924,1,PARIS,LE HAVRE,48.85661,2.35222,49.49437,0.10793,381,79817,"Paris, France","Le Havre, France",Ottavio Bottecchia,Ottavio Bottecchia,24.25,5425,157,60
230,1924,2,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,374,80191,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Romain Bellenger,Ottavio Bottecchia,,,,
231,1924,3,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,304,80495,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Theophile Beeckman,Ottavio Bottecchia,,,,
232,1924,4,BREST,LES SABLES D OLONNE,48.39039,-4.48608,46.49296,-1.79549,412,80907,"Brest, France","85100 Les Sables-d'Olonne, France",Felix Goethals,Ottavio Bottecchia,,,,
233,1924,5,LES SABLES D OLONNE,BAYONNE,46.49296,-1.79549,43.49295,-1.47484,482,81389,"85100 Les Sables-d'Olonne, France","Bayonne, France",Omer Huyse,Ottavio Bottecchia,,,,
234,1924,6,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,81715,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Ottavio Bottecchia,Ottavio Bottecchia,,,,
235,1924,7,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,323,82038,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Ottavio Bottecchia,Ottavio Bottecchia,,,,
236,1924,8,PERPIGNAN,TOULON,42.68866,2.89483,43.12423,5.92800,427,82465,"Perpignan, France","Toulon, France",Louis Mottiat,Ottavio Bottecchia,,,,
237,1924,9,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,280,82745,"Toulon, France","Nice, France",Philippe Thys,Ottavio Bottecchia,,,,
238,1924,10,NICE,BRIANCON,43.71017,7.26195,44.89942,6.64318,275,83020,"Nice, France","05100 BrianÃ§on, France",Giovanni Brunero,Ottavio Bottecchia,,,,
239,1924,11,BRIANCON,GEX,44.89942,6.64318,46.33419,6.05804,307,83327,"05100 BrianÃ§on, France","01170 Gex, France",Nicolas Frantz,Ottavio Bottecchia,,,,
240,1924,12,GEX,STRASBOURG,46.33419,6.05804,48.57341,7.75211,360,83687,"01170 Gex, France","Strasbourg, France",Nicolas Frantz,Ottavio Bottecchia,,,,
241,1924,13,STRASBOURG,METZ,48.57341,7.75211,49.11931,6.17572,300,83987,"Strasbourg, France","Metz, France",Arsene Alancourt,Ottavio Bottecchia,,,,
242,1924,14,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,433,84420,"Metz, France","Dunkirk, France",Romain Bellenger,Ottavio Bottecchia,,,,
243,1924,15,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,345,84765,"Dunkirk, France","Paris, France",Ottavio Bottecchia,Ottavio Bottecchia,,,,
244,1925,1,PARIS,LE HAVRE,48.85661,2.35222,49.49437,0.10793,340,85105,"Paris, France","Le Havre, France",Ottavio Bottecchia,Ottavio Bottecchia,24.82,5440,130,49
245,1925,2,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,371,85476,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Romain Bellenger,Ottavio Bottecchia,,,,
246,1925,3,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,405,85881,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Louis Mottiat,Adelin Benoit,,,,
247,1925,4,BREST,VANNES,48.39039,-4.48608,47.65824,-2.76085,208,86089,"Brest, France","Vannes, France",Nicolas Frantz,Adelin Benoit,,,,
248,1925,5,VANNES,LES SABLES D OLONNE,47.65824,-2.76085,46.49296,-1.79549,204,86293,"Vannes, France","85100 Les Sables-d'Olonne, France",Nicolas Frantz,Adelin Benoit,,,,
249,1925,6,LES SABLES D OLONNE,BORDEAUX,46.49296,-1.79549,44.83779,-0.57918,293,86586,"85100 Les Sables-d'Olonne, France","Bordeaux, France",Ottavio Bottecchia,Adelin Benoit,,,,
250,1925,7,BORDEAUX,BAYONNE,44.83779,-0.57918,43.49295,-1.47484,189,86775,"Bordeaux, France","Bayonne, France",Ottavio Bottecchia,Ottavio Bottecchia,,,,
251,1925,8,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,87101,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Adelin Benoit,Adelin Benoit,,,,
252,1925,9,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,323,87424,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Nicolas Frantz,Ottavio Bottecchia,,,,
253,1925,11,PERPIGNAN,NIMES,42.68866,2.89483,43.83670,4.36005,215,87639,"Perpignan, France","Nimes, France",Theophile Beeckman,Ottavio Bottecchia,,,,
254,1925,13,NIMES,TOULON,43.83670,4.36005,43.12423,5.92800,215,87854,"Nimes, France","Toulon, France",Lucien Buysse,Ottavio Bottecchia,,,,
255,1925,14,BRIANCON,EVIAN,44.89942,6.64318,46.40149,6.59095,280,88134,"05100 BrianÃ§on, France","74500 Ãvian-les-Bains, France",Hector Martin,Ottavio Bottecchia,,,,
256,1925,15,EVIAN,MULHOUSE,46.40149,6.59095,47.75084,7.33589,303,88437,"74500 Ãvian-les-Bains, France","Mulhouse, France",Nicolas Frantz,Ottavio Bottecchia,,,,
257,1925,15,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,275,88712,"Toulon, France","Nice, France",Lucien Buysse,Ottavio Bottecchia,,,,
258,1925,16,MULHOUSE,METZ,47.75084,7.33589,49.11931,6.17572,373,89085,"Mulhouse, France","Metz, France",Hector Martin,Ottavio Bottecchia,,,,
259,1925,17,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,433,89518,"Metz, France","Dunkirk, France",Hector Martin,Ottavio Bottecchia,,,,
260,1925,17,NICE,BRIANCON,43.71017,7.26195,44.89942,6.64318,334,89852,"Nice, France","05100 BrianÃ§on, France",Bartolomeo Aimo,Ottavio Bottecchia,,,,
261,1925,18,DUNKERQUE,PARIS,51.03437,2.37678,48.85661,2.35222,343,90195,"Dunkirk, France","Paris, France",Ottavio Bottecchia,Ottavio Bottecchia,,,,
262,1926,1,EVIAN,MULHOUSE,46.40149,6.59095,47.75084,7.33589,373,90568,"74500 Ãvian-les-Bains, France","Mulhouse, France",Jules Buysse,Jules Buysse,24.273,5745,126,41
263,1926,2,MULHOUSE,METZ,47.75084,7.33589,49.11931,6.17572,384,90952,"Mulhouse, France","Metz, France",Aime Dossche,Jules Buysse,,,,
264,1926,3,METZ,DUNKERQUE,49.11931,6.17572,51.03437,2.37678,433,91385,"Metz, France","Dunkirk, France",Slembrouck Gustaaf Van,Slembrouck Gustaaf Van,,,,
265,1926,4,DUNKERQUE,LE HAVRE,51.03437,2.37678,49.49437,0.10793,361,91746,"Dunkirk, France","Le Havre, France",Felix Sellier,Slembrouck Gustaaf Van,,,,
266,1926,5,LE HAVRE,CHERBOURG,49.49437,0.10793,49.63373,-1.62214,357,92103,"Le Havre, France","Cherbourg-Octeville, Cherbourg, France",Adelin Benoit,Slembrouck Gustaaf Van,,,,
267,1926,6,CHERBOURG,BREST,49.63373,-1.62214,48.39039,-4.48608,405,92508,"Cherbourg-Octeville, Cherbourg, France","Brest, France",Dam Jos. Van,Slembrouck Gustaaf Van,,,,
268,1926,7,BREST,LES SABLES D OLONNE,48.39039,-4.48608,46.49296,-1.79549,412,92920,"Brest, France","85100 Les Sables-d'Olonne, France",Nicolas Frantz,Slembrouck Gustaaf Van,,,,
269,1926,8,LES SABLES D OLONNE,BORDEAUX,46.49296,-1.79549,44.83779,-0.57918,285,93205,"85100 Les Sables-d'Olonne, France","Bordeaux, France",Dam Jos. Van,Slembrouck Gustaaf Van,,,,
270,1926,9,BORDEAUX,BAYONNE,44.83779,-0.57918,43.49295,-1.47484,189,93394,"Bordeaux, France","Bayonne, France",Nicolas Frantz,Slembrouck Gustaaf Van,,,,
271,1926,10,BAYONNE,BAGNERES DE LUCHON,43.49295,-1.47484,42.78896,0.59294,326,93720,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Lucien Buysse,Lucien Buysse,,,,
272,1926,11,BAGNERES DE LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,323,94043,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Lucien Buysse,Lucien Buysse,,,,
273,1926,12,PERPIGNAN,TOULON,42.68866,2.89483,43.12423,5.92800,427,94470,"Perpignan, France","Toulon, France",Nicolas Frantz,Lucien Buysse,,,,
274,1926,13,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,280,94750,"Toulon, France","Nice, France",Nicolas Frantz,Lucien Buysse,,,,
275,1926,14,NICE,BRIANCON,43.71017,7.26195,44.89942,6.64318,275,95025,"Nice, France","05100 BrianÃ§on, France",Bartolomeo Aimo,Lucien Buysse,,,,
276,1926,15,BRIANCON,EVIAN,44.89942,6.64318,46.40149,6.59095,303,95328,"05100 BrianÃ§on, France","74500 Ãvian-les-Bains, France",Dam Jos. Van,Lucien Buysse,,,,
277,1926,16,EVIAN,DIJON,46.40149,6.59095,47.32205,5.04148,321,95649,"74500 Ãvian-les-Bains, France","21000 Dijon, France",De Casteele Cam. Van,Lucien Buysse,,,,
278,1926,17,DIJON,PARIS,47.32205,5.04148,48.85661,2.35222,341,95990,"21000 Dijon, France","Paris, France",Aime Dossche,Lucien Buysse,,,,
279,1927,1,PARIS,DIEPPE,48.85661,2.35222,49.92299,1.07748,180,96170,"Paris, France","76200 Dieppe, France",Francis Pelisier,Francis Pelisier,27.224,5398,142,39
280,1927,2,DIEPPE,LE HAVRE,49.92299,1.07748,49.49437,0.10793,180,96350,"76200 Dieppe, France","Le Havre, France",Maurice Dewaele,Francis Pelisier,,,,
281,1927,3,LE HAVRE,CAEN,49.49437,0.10793,49.18286,-0.37068,225,96575,"Le Havre, France","14000 Caen, France",Hector Martin,Francis Pelisier,,,,
282,1927,4,CAEN,CHERBOURG,49.18286,-0.37068,49.63373,-1.62214,140,96715,"14000 Caen, France","Cherbourg-Octeville, Cherbourg, France",De Casteele Cam. Van,Francis Pelisier,,,,
283,1927,5,CHERBOURG,DINAN,49.63373,-1.62214,48.45437,-2.04733,199,96914,"Cherbourg-Octeville, Cherbourg, France","22100 Dinan, France",Drogo Ferdinand Le,Francis Pelisier,,,,
284,1927,6,DINAN,BREST,48.45437,-2.04733,48.39039,-4.48608,206,97120,"22100 Dinan, France","Brest, France",Andre Leducq,Drogo Ferdinand Le,,,,
285,1927,7,BREST,VANNES,48.39039,-4.48608,47.65824,-2.76085,207,97327,"Brest, France","Vannes, France",Slembrouck Gustaaf Van,Hector Martin,,,,
286,1927,8,VANNES,LES SABLES D OLONNE,47.65824,-2.76085,46.49296,-1.79549,205,97532,"Vannes, France","85100 Les Sables-d'Olonne, France",Raymond Decorte,Hector Martin,,,,
287,1927,9,LES SABLES D OLONNE,BORDEAUX,46.49296,-1.79549,44.83779,-0.57918,285,97817,"85100 Les Sables-d'Olonne, France","Bordeaux, France",Adelin Benoit,Hector Martin,,,,
288,1927,10,BORDEAUX,BAYONNE,44.83779,-0.57918,43.49295,-1.47484,189,98006,"Bordeaux, France","Bayonne, France",Pe Verhaegen,Hector Martin,,,,
289,1927,11,BAYONNE,LUCHON,43.49295,-1.47484,42.78896,0.59294,326,98332,"Bayonne, France","31110 BagnÃẀres-de-Luchon, France",Nicolas Frantz,Nicolas Frantz,,,,
290,1927,12,LUCHON,PERPIGNAN,42.78896,0.59294,42.68866,2.89483,323,98655,"31110 BagnÃẀres-de-Luchon, France","Perpignan, France",Slembrouck Gustaaf Van,Nicolas Frantz,,,,
291,1927,13,PERPIGNAN,MARSEILLE,42.68866,2.89483,43.29648,5.36978,360,99015,"Perpignan, France","Marseille, France",Maurice Dewaele,Nicolas Frantz,,,,
292,1927,14,MARSEILLE,TOULON,43.29648,5.36978,43.12423,5.92800,120,99135,"Marseille, France","Toulon, France",Antonin Magne,Nicolas Frantz,,,,
293,1927,15,TOULON,NICE,43.12423,5.92800,43.71017,7.26195,280,99415,"Toulon, France","Nice, France",Nicolas Frantz,Nicolas Frantz,,,,
294,1927,16,NICE,BRIANCON,43.71017,7.26195,44.89942,6.64318,275,99690,"Nice, France","05100 BrianÃ§on, France",Julien Vervaecke,Nicolas Frantz,,,,
295,1927,17,BRIANCON,EVIAN,44.89942,6.64318,46.40149,6.59095,283,99973,"05100 BrianÃ§on, France","74500 Ãvian-les-Bains, France",Pe Verhaegen,Nicolas Frantz,,,,
296,1927,18,EVIAN,PORTARLIER,46.40149,6.59095,46.90410,6.35424,213,100186,"74500 Ãvian-les-Bains, France","25300 Pontarlier, France",Adelin Benoit,Nicolas Frantz,,,,
